salary,age,elevel,car,zipcode,credit,brand
94761.91,73,3,1,7,171740.14,1
136325.78,52,2,1,5,118664.63,1
74824.12,49,2,18,4,249115.48,0
38217.66,73,4,3,0,7845.28,0
110830.92,43,0,7,6,140408.42,0
107735.30,47,2,3,0,25581.09,0
139626.54,46,3,5,7,368134.99,1
40969.98,68,0,5,8,357112.42,0
126097.60,51,4,9,1,267731.18,0
45086.29,47,1,4,6,110603.26,1
108441.12,40,2,16,8,488775.42,1
83087.69,46,0,19,3,67810.73,0
73199.45,25,3,13,6,378167.85,0
83295.48,68,4,20,5,390262.00,1
132267.79,60,0,3,0,169657.22,1
109423.36,72,3,10,0,466473.22,1
119454.64,66,4,2,6,492817.23,1
66928.87,40,0,12,1,259774.13,1
80502.01,20,1,16,3,487929.23,0
46560.09,38,0,2,0,218124.08,1
25522.36,41,0,5,4,382934.88,1
38695.42,67,2,15,6,476232.11,0
88762.60,34,0,6,7,47687.50,0
137445.25,64,1,16,2,384329.41,1
112110.74,33,3,2,3,313160.90,1
32985.70,53,3,15,3,427017.37,1
109166.33,69,3,16,8,39976.29,1
39779.64,56,1,7,3,202291.12,1
80619.28,25,0,13,7,13392.80,0
51573.48,76,4,17,8,310454.34,0
82332.68,63,0,7,6,473505.89,1
146095.35,58,0,3,1,351890.50,1
139186.71,33,2,18,5,38499.82,1
47864.92,39,2,10,6,371978.33,1
23603.73,51,3,1,2,499785.72,1
72882.02,54,0,7,5,188602.78,0
49522.58,38,4,3,0,319287.67,1
55152.82,44,2,6,8,259275.18,1
130777.91,65,1,5,6,203930.95,1
64399.04,46,2,15,2,98282.08,1
113189.86,31,4,1,7,420287.28,1
110233.82,80,1,1,5,58202.34,1
33906.71,59,4,2,7,278563.95,1
128071.56,20,4,8,0,411078.12,1
26370.17,49,4,13,7,273860.90,1
61588.12,43,3,3,8,449536.55,1
44528.90,60,0,3,5,229224.37,0
69848.14,61,3,15,2,354698.13,0
108486.19,69,2,10,3,32028.14,1
49828.36,47,1,9,2,229715.39,1
87020.75,69,0,18,0,81515.60,1
38385.74,42,4,14,7,348738.46,1
114220.71,70,1,7,2,211340.75,1
103784.75,67,3,10,7,439151.56,1
63673.58,74,0,13,1,482756.10,0
33455.81,27,0,16,5,266611.42,1
38706.15,80,0,10,7,155482.12,0
114985.40,26,2,9,3,149082.73,1
34667.63,40,2,7,8,465696.03,1
52356.51,60,3,13,0,52812.03,1
112243.20,75,3,7,4,13244.34,1
56139.53,71,1,13,2,452401.74,0
79790.90,32,0,2,1,264665.18,0
117754.93,58,1,3,2,83658.53,0
45749.98,80,1,20,6,382337.07,0
75029.66,68,0,7,2,234086.17,1
150000.00,53,1,13,4,370382.77,1
139535.12,37,1,3,6,294285.08,1
109438.18,46,0,5,1,451526.45,0
85030.36,41,4,3,7,55931.12,0
118136.67,76,3,14,0,92518.58,1
22599.52,63,1,13,0,152075.00,1
105382.56,24,3,4,3,476892.28,1
22320.26,43,1,14,2,364106.03,1
60073.37,39,2,15,4,352300.55,0
113078.30,69,3,16,2,301042.98,1
143826.15,74,3,19,8,152617.93,1
145779.63,73,2,4,3,409878.38,1
39470.56,56,3,19,0,429110.55,1
50604.44,36,0,14,0,400452.51,1
22033.13,70,1,9,5,96661.64,0
125122.66,49,3,1,1,291966.04,1
69189.25,42,3,5,8,126617.40,1
93210.95,53,2,1,5,233092.25,0
38214.78,33,1,13,6,124867.23,1
28269.02,53,2,9,4,133351.00,1
85250.96,42,1,17,0,258832.23,0
148618.14,61,3,16,1,35214.15,1
140191.80,41,3,8,0,261158.53,1
35534.49,25,0,10,0,455760.56,1
71762.92,64,3,17,8,303198.56,0
27851.75,62,4,7,1,31412.00,1
121622.66,33,0,7,4,191721.38,1
106693.45,37,3,6,8,354574.77,1
144077.97,41,1,8,2,255570.76,1
58375.65,46,4,8,6,38098.15,1
24610.08,51,2,2,4,244852.49,1
110717.55,30,2,6,8,500000.00,1
97544.02,68,1,15,0,92667.63,1
34093.80,27,3,14,8,312355.14,1
65032.92,20,1,13,3,253708.53,0
45953.89,52,4,2,3,457706.13,1
70072.80,26,1,18,3,117522.06,0
90039.12,70,4,18,0,427660.71,1
105700.48,76,3,8,0,36860.06,1
37687.86,65,3,4,6,60234.38,0
62912.09,38,0,2,6,283159.62,0
79115.92,25,0,1,4,56019.32,0
99103.25,41,0,20,0,97506.11,0
62006.48,78,2,3,0,41226.31,0
47250.24,77,2,5,6,340356.13,0
86156.26,55,4,17,8,388536.06,0
46404.98,40,4,7,2,299239.72,1
52474.31,58,1,8,8,436137.71,0
63006.40,28,1,3,8,106846.67,0
134176.42,24,1,14,2,445506.60,1
145087.54,47,4,1,8,378449.23,1
63263.98,46,4,20,5,371157.84,1
32861.48,79,2,7,4,173131.07,0
105840.61,27,4,8,7,121224.96,1
44653.34,50,4,13,5,470272.00,1
117970.87,69,1,11,5,205974.82,1
121412.39,35,0,13,3,283995.66,1
146991.98,70,1,1,0,391207.72,1
48105.82,55,3,16,3,301857.26,1
78797.89,43,2,4,0,365135.28,0
118175.49,57,0,9,5,61755.75,0
100430.15,65,3,4,0,236739.15,1
109141.48,55,3,6,1,65259.17,0
34195.96,38,1,20,3,396629.60,1
81771.69,55,0,10,7,418905.19,0
65490.11,34,4,8,0,408459.18,0
89826.34,59,2,17,6,38191.07,0
59086.48,41,1,16,1,135392.42,1
56582.64,77,0,17,6,378077.68,0
47018.64,56,0,3,4,141197.62,1
111680.85,24,0,2,4,347092.33,1
125674.11,43,1,13,8,295824.59,0
85690.69,22,3,20,7,8842.16,0
102735.03,34,3,10,1,471466.62,0
72238.88,67,0,15,8,236900.93,0
75175.22,33,3,10,0,175401.67,0
29206.28,75,3,16,1,202045.59,0
91553.90,75,4,4,3,454829.52,1
56229.05,26,0,17,3,195650.03,0
69067.57,59,3,3,6,118437.21,0
20000.00,20,2,15,5,63123.79,1
46576.72,77,1,17,5,290451.63,0
70667.10,25,1,5,3,455738.04,0
63244.57,40,2,7,2,155001.59,0
100785.09,40,3,17,3,35589.09,1
37772.97,73,4,13,4,113676.54,0
85494.22,68,4,10,0,330220.71,1
70013.91,52,2,2,1,199401.87,1
144383.27,69,3,8,3,473996.25,1
44417.50,35,2,15,6,351521.77,1
101165.16,67,3,4,2,500000.00,1
98493.56,70,2,1,5,454138.21,1
103431.41,57,0,13,7,77365.43,0
126337.39,38,0,19,7,477479.93,1
88339.05,40,2,7,4,424709.25,0
86745.48,69,1,1,3,270849.66,1
64286.86,55,0,14,8,406534.31,1
72130.60,80,2,19,2,200612.36,0
120631.19,77,0,18,1,234425.72,1
132847.42,59,2,14,3,418344.67,1
134880.77,79,3,12,5,99831.22,1
133470.32,67,4,2,4,201075.61,1
84944.90,28,2,17,5,213684.00,0
97401.12,37,1,4,0,153701.71,0
44204.18,24,3,19,5,343063.39,1
26469.76,66,1,2,5,0.00,0
91035.51,53,4,5,5,112484.65,0
20000.00,77,0,20,2,253754.71,1
62487.87,73,3,9,3,97114.64,0
103886.77,79,0,13,2,151861.84,1
98970.09,70,4,3,6,411322.80,1
115150.21,34,2,10,2,46063.68,1
33977.83,46,3,17,8,93179.22,1
137774.82,30,1,20,7,500000.00,1
117047.40,28,2,2,6,4483.06,1
124751.86,46,1,15,2,307971.77,1
108492.83,56,3,19,4,391474.15,0
131570.95,52,0,17,0,73807.14,1
93480.68,62,0,16,7,208285.03,1
118226.82,71,3,6,1,386631.11,1
84283.82,40,3,16,7,113956.06,0
75052.45,40,4,2,3,206744.84,1
20000.00,70,2,5,6,461232.67,1
64540.87,20,1,4,0,294264.53,0
133938.72,73,4,17,6,492618.81,1
109374.38,54,2,7,0,3412.16,0
48551.07,39,1,18,5,175388.53,1
66921.77,33,2,18,4,204950.08,0
77389.39,29,2,15,7,369061.35,0
89184.08,42,4,13,7,246411.59,0
121735.54,26,4,10,1,373514.48,1
21359.89,42,3,19,3,332893.52,1
116878.60,34,1,9,0,90857.37,1
114157.47,33,0,15,8,328351.00,1
75147.60,80,1,19,0,500000.00,0
20975.30,23,3,7,6,238601.03,1
123342.48,47,1,13,4,256838.06,0
142671.39,28,0,13,2,480029.78,1
25358.58,23,1,16,0,57716.06,1
134783.90,23,4,7,2,441369.59,1
71161.18,48,2,14,5,404608.57,1
144606.92,36,0,16,6,210526.93,1
31040.59,45,4,14,4,83878.00,1
32045.28,41,3,3,7,185192.74,1
143694.32,46,2,19,4,335187.15,1
122082.23,51,4,6,2,143505.92,0
136238.72,51,1,10,6,334827.88,1
20714.30,67,0,6,5,94073.28,1
73495.84,35,2,2,2,258701.36,0
98383.99,59,1,5,4,239965.56,0
109015.38,70,1,16,2,382215.86,1
75298.12,62,3,19,5,111770.63,1
120179.16,62,4,17,2,202643.50,1
22586.83,22,4,13,1,467685.52,1
113388.73,72,0,16,5,430793.42,1
132747.51,38,3,6,4,37775.53,1
69133.80,78,2,3,1,104982.52,1
71637.66,48,2,19,1,4633.82,1
92976.14,80,3,17,6,76533.12,1
45736.93,20,0,5,6,492482.79,1
87496.26,67,2,5,6,58074.12,1
79785.63,53,2,5,6,288187.60,0
71530.09,61,1,4,4,211495.18,0
141259.66,61,1,14,0,236394.16,1
111416.46,32,4,4,6,276142.37,1
26058.15,35,3,5,0,427370.67,1
101565.33,71,0,17,4,321305.50,1
98966.73,72,2,10,6,141537.72,1
110458.08,48,3,14,7,278017.69,0
80468.79,50,4,8,0,28321.82,0
44423.60,52,1,6,4,285479.53,1
87107.15,53,1,2,8,341825.13,0
150000.00,40,1,11,1,237528.70,1
96787.44,22,4,19,5,425885.89,0
127835.85,69,0,12,7,255472.59,1
118392.35,79,1,9,2,127936.19,1
120667.62,64,3,12,0,418688.10,1
133292.67,25,3,15,8,271313.55,1
39098.39,76,0,9,4,359015.32,0
143589.61,44,1,4,8,46215.88,1
89560.13,65,1,17,8,395558.39,1
22729.38,74,0,15,6,168961.10,1
118820.54,29,1,13,6,416071.95,1
81868.92,63,0,6,5,251368.69,1
27882.76,35,1,3,3,276479.25,1
46912.26,25,4,16,8,377083.13,1
28467.79,67,0,9,1,147779.34,1
101537.10,34,2,16,5,315785.16,1
110344.93,80,0,5,6,221952.40,1
43065.48,39,0,8,8,101437.11,1
27297.51,55,2,18,2,23465.69,1
143150.77,21,0,19,0,178031.79,1
89186.64,37,2,3,3,229216.16,0
111285.06,75,3,1,5,423776.88,1
105210.64,62,1,17,8,220308.07,1
124978.54,46,1,11,3,418219.84,0
59849.43,77,3,12,8,324355.01,0
143519.48,46,2,20,3,180084.09,1
143821.87,48,0,8,8,180542.25,1
35302.23,80,1,1,0,400167.56,0
109001.05,65,1,7,3,147555.05,1
45099.37,53,2,12,1,388165.59,1
87952.02,76,3,8,1,17177.18,1
64426.02,80,1,10,1,401866.70,0
23246.84,47,4,5,5,112961.00,1
111931.08,61,2,15,4,288977.12,1
90344.55,31,4,2,6,465250.17,0
149228.99,29,0,12,7,201615.36,1
24835.21,24,4,2,1,53823.95,1
86059.61,53,2,11,5,409131.98,0
73821.81,74,3,20,8,166677.93,0
141074.26,48,2,13,5,444417.82,1
150000.00,22,3,4,2,94254.90,1
41786.98,35,4,16,0,142668.83,1
52232.14,40,0,7,4,443298.82,1
98601.11,36,1,14,8,366168.39,1
91869.47,58,3,6,1,23777.82,0
36727.95,75,2,12,6,422952.46,0
45493.69,38,4,5,8,357745.46,1
114458.81,75,4,3,7,51672.96,1
28738.99,64,0,14,8,402332.69,0
56805.22,67,4,16,6,244856.88,0
67195.43,45,4,6,5,294270.62,1
31408.85,75,4,3,1,423878.46,0
130106.54,59,4,7,0,292501.62,1
73317.09,72,3,19,8,489491.84,1
84689.32,45,0,7,6,320071.90,0
144501.43,67,1,7,4,42009.88,1
40768.57,31,2,5,2,0.00,1
46871.03,76,2,12,3,93024.01,0
147135.65,43,3,15,1,252487.35,1
104570.07,66,0,9,3,383275.78,1
90791.59,69,3,4,4,128975.52,1
47263.66,66,1,15,1,70001.55,0
95389.18,30,2,9,7,244746.06,0
65930.95,28,1,7,3,477012.09,0
76198.70,55,3,17,8,0.00,1
69004.46,76,4,12,7,341322.65,0
105280.25,33,0,13,6,429466.12,0
141486.36,23,4,18,6,324009.57,1
124646.47,42,4,17,0,258806.79,1
101577.33,32,4,7,4,197527.17,1
150000.00,56,1,12,0,184593.37,1
121707.09,56,3,8,0,350941.43,0
72621.30,33,3,20,2,108901.40,0
108946.24,31,4,6,8,7449.77,1
72896.30,70,3,6,8,443459.92,0
140621.06,32,0,8,8,399488.62,1
138531.61,63,0,19,7,141685.01,1
150000.00,75,1,1,3,209065.21,1
105841.50,45,4,14,1,215275.31,0
63228.44,35,1,13,0,97134.86,0
133791.21,56,2,15,0,112279.59,1
49192.60,72,0,18,4,429056.74,0
34691.73,24,0,10,0,351418.82,1
114923.95,51,1,12,6,0.00,0
126421.82,39,4,15,3,267105.60,0
32758.13,59,1,10,4,434614.41,1
73784.71,67,1,3,4,430145.71,1
95004.34,20,4,9,1,248162.05,0
77840.12,43,3,3,2,317022.85,1
44734.99,44,1,7,7,381898.43,1
108125.84,39,2,5,7,195179.69,1
24699.33,74,2,3,1,157546.03,1
83512.18,67,3,11,0,193775.20,1
139195.36,38,0,13,3,108612.05,1
68713.20,35,3,12,5,310316.66,0
56387.48,61,3,15,0,462384.00,0
133077.51,60,3,9,4,111292.59,1
39895.31,55,2,13,8,198852.59,1
83305.23,24,2,3,2,252628.93,0
139980.17,42,3,7,3,209713.09,1
130074.04,31,0,10,6,70517.85,1
60991.80,22,2,3,1,101139.39,0
84797.67,28,0,17,5,153943.87,0
136445.94,32,2,17,2,476657.05,1
25658.13,27,4,2,5,178508.58,1
70545.86,26,0,15,2,116113.61,0
119232.88,28,0,12,8,324748.65,1
22953.97,70,1,3,8,62202.48,1
28019.17,31,4,20,3,260430.18,1
86756.69,23,4,4,5,1686.01,0
140480.21,25,2,9,0,381188.74,1
83806.72,54,3,13,2,185845.46,0
112473.52,67,2,16,4,380816.87,1
65671.95,28,4,1,7,278504.96,0
67589.02,37,2,14,8,63864.74,0
31383.57,26,3,7,2,437712.43,1
111718.67,46,3,8,1,166842.93,0
67720.54,66,0,10,6,331548.97,0
77291.49,67,1,5,2,302009.49,1
65482.08,62,3,15,7,21814.22,0
93154.99,39,1,9,6,215413.19,0
140526.34,60,2,17,3,97307.74,1
57231.43,27,2,1,8,404200.38,0
115189.84,24,3,3,6,38579.91,1
73812.99,74,1,4,0,49637.67,1
80163.80,35,4,10,3,87314.06,0
21766.38,49,0,12,0,33897.18,1
84812.22,38,2,16,2,256472.65,0
93711.68,27,3,8,7,421020.14,0
29341.11,62,3,9,2,133141.02,0
143606.15,76,0,5,5,109182.84,1
67810.96,30,4,5,1,155860.42,0
121143.81,51,0,16,4,102906.48,0
133301.18,72,1,3,6,499783.59,1
102978.90,45,0,12,5,25249.97,0
25902.27,50,0,1,3,254051.23,1
140703.04,73,4,16,0,219306.11,1
140685.56,66,4,6,3,144054.31,1
82514.84,59,1,17,4,318930.23,1
65078.55,52,2,11,2,385897.61,1
47359.95,62,4,18,3,59681.54,0
124414.87,75,0,14,4,449754.64,1
53044.49,48,1,16,7,48044.88,1
99318.92,56,4,3,3,338481.28,0
101974.10,47,2,11,5,379488.43,0
44110.23,74,1,1,5,444166.76,0
89648.49,20,3,20,8,405148.21,0
67273.80,72,4,17,5,352124.09,0
84539.93,75,2,19,0,49567.40,1
47656.18,40,4,20,8,332355.88,1
37470.56,78,1,10,8,388523.98,0
131212.14,52,4,15,2,407196.83,1
142331.86,80,2,11,7,378687.39,1
75757.95,65,0,4,3,217177.82,1
26386.73,20,0,18,0,475256.89,1
96692.31,66,0,13,6,305766.32,1
104566.08,51,0,13,8,104985.06,0
111165.27,45,2,17,1,391391.21,0
94388.72,42,4,7,1,466228.05,0
131950.55,44,1,17,7,338686.30,1
48844.60,30,2,12,1,432051.21,0
118849.50,63,0,1,3,399388.48,1
116674.40,76,3,2,7,159795.68,1
34295.32,54,0,15,1,216314.30,1
114067.37,36,3,15,8,269371.37,1
40219.95,26,3,15,5,213501.90,1
92468.25,52,1,19,0,162031.57,0
53199.44,58,4,14,3,304535.31,1
91422.84,76,0,6,8,95421.48,1
96668.74,59,0,19,1,415894.90,0
119767.69,78,4,18,2,282004.68,1
119669.84,38,2,12,6,441595.93,1
33402.51,64,3,10,8,226288.58,0
86620.13,76,3,14,7,362679.49,1
133295.80,66,0,16,0,202868.34,1
66689.82,63,0,3,0,427462.29,0
139853.08,76,3,6,5,405489.73,1
139462.14,35,4,13,6,308552.88,1
55650.49,66,4,12,6,488181.33,0
30119.39,79,2,4,0,168818.88,0
69568.81,51,1,17,1,348544.49,1
68442.81,20,0,17,2,269089.85,0
114661.30,30,2,9,7,32682.14,1
125356.84,64,3,17,2,194349.29,1
132704.46,33,4,18,6,161045.44,1
127653.57,59,0,1,6,233436.78,1
143180.08,40,0,7,5,337251.85,1
85594.41,41,4,17,5,263451.43,0
107296.08,24,0,19,7,389746.86,1
95134.19,38,1,9,0,363188.66,0
59920.73,78,4,2,4,483192.05,0
94914.73,66,3,13,7,6873.26,1
134182.51,78,4,5,2,342598.01,1
148692.61,67,1,13,0,331383.10,1
68075.25,75,2,10,8,182232.36,0
44809.75,58,3,8,4,109990.80,1
135630.98,70,1,13,5,405222.74,1
38037.00,47,1,18,7,411534.49,1
55429.04,36,4,15,0,431700.06,0
73667.25,80,2,13,4,49286.21,0
137260.82,66,3,13,7,294134.35,1
74149.15,80,2,6,8,128955.38,1
67753.64,51,0,18,3,451529.40,1
52462.03,31,2,16,3,161914.24,0
133428.54,24,4,3,7,83934.30,1
43936.05,23,4,9,8,257884.19,1
93937.73,54,0,19,6,278486.56,0
77027.54,63,4,8,2,465847.56,1
109773.04,60,0,18,2,0.00,1
39946.93,72,3,14,1,471919.22,0
46190.65,77,4,20,3,295194.35,0
57458.08,57,3,20,0,500000.00,1
128683.29,46,1,4,2,388352.91,1
70711.00,40,3,7,2,167.51,1
110929.68,23,1,15,2,285824.85,1
36252.98,35,4,1,0,141140.58,1
23614.73,48,2,18,5,34230.43,1
79447.82,26,1,14,7,500000.00,0
71833.65,55,4,15,0,105253.50,1
36606.64,58,3,5,7,138836.76,0
74822.09,59,3,19,5,407249.56,1
81045.25,50,4,5,6,196855.25,0
51814.96,60,4,10,0,24508.31,1
62820.31,70,2,20,6,21491.77,0
25359.72,47,3,19,7,320844.17,1
116977.00,48,3,20,7,179338.53,0
46691.58,73,2,5,2,34985.36,0
138050.47,30,1,10,0,408826.36,1
103743.64,73,1,15,6,62626.70,1
92998.59,50,3,8,2,364070.69,0
67781.98,71,2,16,2,144756.28,0
60259.48,66,0,4,4,281680.75,0
103326.43,80,0,18,4,433915.04,1
98152.65,72,0,18,3,127394.40,1
41039.34,59,3,4,0,48843.44,0
27680.85,20,2,15,1,124633.89,1
141882.56,79,3,2,1,189877.24,1
133119.96,74,1,19,2,223768.68,1
127449.34,22,0,18,2,423907.48,1
132766.97,34,3,18,1,342321.00,1
140358.38,25,0,1,2,23254.77,1
113535.68,38,0,20,4,169563.50,1
78807.91,75,3,15,5,272958.91,1
21427.62,54,2,12,7,390978.70,1
79496.16,73,0,20,0,100844.43,1
63745.14,59,2,2,5,468394.22,1
45800.72,74,0,1,4,392616.90,0
125088.27,33,0,5,8,42840.08,1
106701.78,36,0,19,2,472439.06,1
130036.66,78,2,15,7,313539.87,1
84661.75,68,4,12,0,411014.53,1
114934.48,53,2,10,4,99021.02,0
121946.18,31,2,13,2,422664.33,1
23306.37,20,1,10,4,134264.49,1
137209.61,71,4,13,3,390482.83,1
104018.32,56,3,9,1,46760.26,0
58583.79,65,3,2,3,163521.01,0
106026.16,73,1,5,3,324430.69,1
106709.35,42,3,18,3,160018.75,0
57509.46,71,0,18,3,428067.80,0
45121.14,59,0,11,7,325497.18,0
91686.42,65,1,4,5,399195.92,1
33045.31,40,0,13,1,278837.02,1
79289.84,20,2,20,7,103775.05,0
100386.46,73,2,1,7,282591.43,1
114140.94,72,2,18,1,50852.99,1
131313.43,45,4,19,4,36248.48,1
100051.11,39,3,5,2,497619.43,0
35940.42,67,0,1,3,188012.51,0
29460.37,64,4,3,4,39701.10,1
59069.28,62,0,8,7,242012.22,0
68004.09,54,0,8,6,168207.46,1
55548.41,34,3,12,7,57359.17,0
143007.63,63,4,9,1,217868.52,1
29467.11,77,2,18,7,223895.96,0
45143.67,55,3,20,2,404691.47,1
108590.35,51,3,12,5,107365.55,0
144432.57,21,4,6,0,338661.64,1
123141.22,32,0,7,5,89514.06,1
42249.48,63,0,7,1,235978.96,0
98571.83,71,4,7,7,144027.44,1
36755.61,30,4,20,6,363637.47,1
63806.96,23,2,18,2,271030.73,0
77855.72,77,1,15,2,3656.64,1
56655.75,70,3,1,2,334406.44,0
55968.23,57,1,17,0,194109.63,1
95476.50,40,2,6,5,152713.31,0
47217.10,26,0,3,6,238543.67,1
47905.87,60,0,2,8,210999.05,0
119235.81,77,0,13,0,393722.80,1
53951.29,57,0,2,3,487470.72,1
122932.04,73,0,18,3,91577.87,1
98895.15,78,0,18,5,500000.00,1
27680.65,48,3,14,7,238332.84,1
124899.98,29,3,1,6,178991.57,1
93223.77,26,1,12,2,288677.53,0
47693.85,24,4,1,5,397827.78,0
79704.29,31,2,2,7,174636.78,0
48467.85,49,2,5,5,31343.97,1
73387.41,71,2,17,2,496634.45,1
127204.05,58,2,3,7,256541.14,1
100870.87,52,3,15,0,163678.29,0
126327.75,76,4,19,5,403103.82,1
67407.01,63,1,7,7,403669.62,0
55577.68,62,4,20,0,477641.99,0
122998.61,59,3,1,1,20735.54,1
41357.01,66,3,4,7,425816.23,0
34920.74,58,2,13,2,221301.93,1
99143.57,62,3,5,6,466631.32,0
23584.45,28,3,19,7,29684.76,1
112111.42,47,0,7,0,300790.66,0
20000.00,36,0,20,1,206954.58,1
43887.69,67,4,18,0,230828.54,0
32274.69,37,0,17,5,64103.01,1
66825.12,70,3,20,8,155206.64,0
109956.22,30,1,14,4,483873.05,1
31868.14,48,0,19,7,58792.71,1
86383.08,76,2,16,4,158078.64,1
37745.50,59,0,5,6,453774.04,1
77629.53,50,2,4,5,313062.51,0
117079.87,40,2,14,1,91928.26,1
61283.07,24,4,9,7,160735.95,0
149083.04,50,4,2,8,359807.21,1
61693.26,27,1,6,1,364921.36,0
100569.71,35,0,5,6,178794.15,1
52891.96,55,1,14,2,203188.26,1
64556.61,62,2,2,4,180691.73,0
43985.58,75,4,4,1,58893.56,0
28306.73,64,3,18,5,106366.20,1
20000.00,23,4,1,5,156668.18,1
129257.94,23,0,6,4,385247.73,1
143081.98,52,0,13,2,13821.64,1
136075.68,25,2,19,5,397533.54,1
110778.78,35,1,7,1,358688.22,1
82409.61,35,1,20,5,314375.23,0
34679.93,54,2,19,1,91451.78,1
88245.90,40,1,8,7,50825.50,0
130332.14,34,0,16,2,196710.23,1
22695.61,26,3,10,7,196605.28,1
127274.70,72,1,9,7,456451.46,1
112734.98,49,2,20,2,232180.15,0
99096.55,62,0,19,6,284159.60,1
85303.22,43,3,4,2,482153.95,0
122788.40,42,2,18,5,262253.15,0
85405.72,60,3,6,8,109557.07,1
35592.88,53,2,9,1,313222.70,1
87603.45,26,2,2,6,9084.81,0
90004.58,65,4,12,8,135835.59,1
142338.84,35,0,15,4,295010.51,1
43395.16,20,0,2,1,232616.17,1
58861.21,50,4,17,2,95880.14,1
39025.25,53,2,19,6,104552.79,1
119892.34,67,4,5,5,158435.14,1
115651.80,32,2,3,0,191437.41,1
144989.43,65,4,17,1,30829.81,1
37010.31,70,1,2,5,104986.37,0
80867.31,20,2,19,5,108334.10,0
38634.95,64,4,14,0,360582.13,0
66426.99,20,1,3,5,394671.71,0
144581.71,30,2,11,1,203205.85,1
95520.20,41,0,12,0,0.00,0
34644.89,45,3,10,7,391412.15,1
112685.38,30,1,9,0,427410.35,1
141349.09,21,3,8,4,51950.07,1
128355.15,37,4,12,8,377046.36,1
42870.68,22,1,17,8,318554.55,1
22428.07,36,4,19,8,432222.09,1
49500.26,29,0,5,4,168088.64,1
145672.55,23,1,8,6,190845.17,1
103378.89,43,3,13,6,116876.88,0
128421.44,20,2,8,4,419465.86,1
95040.43,75,0,5,1,328520.11,1
77577.30,79,3,1,6,457086.97,1
126902.24,39,2,7,5,48773.25,1
39029.45,43,0,16,4,23656.08,1
52896.22,58,2,20,5,173271.20,1
102530.31,53,2,3,0,224103.40,0
37026.69,48,3,13,5,11760.31,1
20000.00,67,0,4,3,186060.31,1
102829.94,31,0,7,8,157902.77,1
128281.80,68,0,3,5,411619.98,1
74045.23,50,4,12,7,222636.58,1
48893.37,22,3,17,6,441544.51,1
61261.69,59,3,14,3,77568.55,1
114078.47,23,1,2,5,49187.44,1
54548.95,30,1,16,6,278528.71,1
86899.50,33,1,12,0,446847.01,0
82253.30,79,3,9,6,299610.43,1
116254.28,49,2,11,6,354710.68,0
113108.73,80,0,2,4,257560.21,1
63331.49,43,4,1,0,199487.96,1
104890.65,67,3,16,6,37235.04,1
51646.98,59,2,5,1,424843.05,0
78996.58,73,1,18,7,423327.71,1
128506.78,68,4,16,1,59085.00,1
133886.71,27,1,19,3,190372.47,1
46253.98,20,4,3,4,178750.68,1
52683.17,39,1,6,0,449719.61,1
85885.50,35,1,17,1,45173.18,0
81417.78,55,1,9,8,342935.86,0
59258.42,44,1,1,6,115942.37,1
73888.79,68,0,8,2,144660.83,0
145292.24,58,0,8,3,428669.36,1
63961.69,54,4,19,7,150652.88,1
76704.50,33,2,15,3,116807.52,0
121578.57,24,4,8,8,251484.15,1
108732.47,37,4,13,0,116470.83,1
32635.70,37,0,11,2,70856.53,1
108935.75,24,4,1,2,282558.39,1
111785.28,78,4,10,5,115666.55,1
83440.00,68,0,8,5,335732.39,1
142978.11,39,2,10,5,377362.83,1
135119.53,25,1,3,2,263084.07,1
128615.03,62,1,9,6,207185.03,1
105582.94,55,1,1,1,111702.32,0
53598.41,66,1,10,4,115831.45,0
59249.18,35,2,5,5,421905.20,0
84585.48,31,4,15,3,289335.94,0
74606.44,49,1,3,3,92907.34,0
134280.27,20,2,9,2,96289.51,1
131207.11,38,1,9,4,84984.25,1
123724.68,78,3,20,7,40593.44,1
71396.45,44,3,6,7,488766.61,1
65150.43,69,0,17,1,209645.38,0
46419.72,26,4,1,6,254353.76,1
28518.27,56,4,4,3,381745.67,1
97510.30,20,0,12,7,377782.77,0
118880.05,41,4,2,6,65200.29,0
26426.88,48,0,9,8,409396.10,1
20000.00,74,1,7,3,417876.63,1
85682.43,49,2,11,0,103485.56,0
97991.39,52,1,5,5,453066.57,0
111355.49,70,4,13,7,193432.93,1
67893.22,30,1,10,8,423176.26,0
107036.73,73,3,3,8,72168.48,1
52436.64,45,2,12,1,131337.93,1
49798.39,44,3,14,4,96225.74,1
136044.67,52,0,20,1,42533.97,1
141467.57,23,4,7,4,324918.80,1
109044.30,65,3,8,8,324849.70,1
128576.36,26,2,1,4,0.00,1
136023.59,50,0,5,4,265175.53,1
53117.76,29,3,1,3,364386.13,0
143563.76,37,3,14,0,402606.82,1
81542.84,73,0,13,0,372245.82,1
72466.73,37,0,8,6,442472.24,0
71578.44,74,2,5,2,389613.16,0
34790.64,44,0,9,7,366053.94,1
144605.66,30,1,6,6,43758.60,1
50722.99,49,3,14,1,163712.00,1
125325.57,56,1,3,2,447179.04,1
33024.49,24,4,3,8,88957.76,1
78293.29,47,0,7,0,271038.99,0
23940.01,71,0,20,1,264997.28,0
58919.65,60,3,17,7,225142.69,0
130887.90,23,2,20,0,56213.83,1
34547.47,57,2,13,7,284719.87,1
134523.56,50,3,18,5,207479.87,1
48158.44,75,4,17,8,87782.03,0
125458.16,53,4,13,5,92313.39,1
87363.05,39,3,15,0,96149.34,0
